Customer_Name,Address,Bill_ID,Billing_Month,Area,Feeder_Type,Loadshedding_Hours_Per_Day,Units_Billed_kWh,Units_Consumed_kWh,Bill_Amount_PKR,Bill_Payment_Status,Electricity_Theft_Suspected
Sadia Rajput,"House #261, Lane #13, Society Colony Nawabshah",KE-SCN-202302-0008,2023-02,Society Colony Nawabshah,Urban Residential Feeder,3.4,159.6,165.8,4470,Paid,No
Faisal Panhwar,"House #321, Lane #20, Gareebabad Nawabshah",KE-GBN-202411-0113,2024-11,Gareebabad Nawabshah,Low-Income Residential Feeder,5.7,71.3,73.0,2140,Paid,No
Talha Bhutto,"House #186, Street #1, Isharpura Nawabshah",KE-ISN-202401-0062,2024-01,Isharpura Nawabshah,Rural Feeder,6.0,27.0,26.4,910,Partially Paid,No
Sumaira Shah,"House #384, Chowk #3, Manwabad Nawabshah",KE-MWN-202306-0030,2023-06,Manwabad Nawabshah,Semi-Urban Feeder,9.7,77.7,80.2,2450,Partially Paid,No
Mehwish Jatoi,"House #269, Road #35, University Colony Nawabshah",KE-UCN-202505-0141,2025-05,University Colony Nawabshah,Urban Residential Feeder,2.9,128.7,132.7,3840,Paid,No
Shabana Qureshi,"House #379, Gali #47, Farsi Bagh Nawabshah",KE-FBN-202308-0037,2023-08,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.4,171.7,169.5,5100,Paid,No
Ali Jatoi,"House #327, Block #26, Isharpura Nawabshah",KE-ISN-202408-0097,2024-08,Isharpura Nawabshah,Rural Feeder,14,29.5,38.7,940,Partially Paid,Yes
Asma Abbasi,"House #122, Street #13, Gareebabad Nawabshah",KE-GBN-202410-0108,2024-10,Gareebabad Nawabshah,Low-Income Residential Feeder,7.4,30.5,31.1,900,Partially Paid,No
Yasir Jatoi,"House #238, Road #8, Society Colony Nawabshah",KE-SCN-202407-0093,2024-07,Society Colony Nawabshah,Urban Residential Feeder,6.8,103.7,102.8,3310,Paid,No
Robina Malik,"House #141, Lane #3, University Colony Nawabshah",KE-UCN-202310-0046,2023-10,University Colony Nawabshah,Urban Residential Feeder,3.3,88.0,92.0,2610,Paid,No
Sikandar Chachar,"House #218, Chowk #16, Isharpura Nawabshah",KE-ISN-202312-0060,2023-12,Isharpura Nawabshah,Rural Feeder,6.6,30.8,32.3,1040,Unpaid,No
Samina Soomro,"House #155, Mohalla #41, Gareebabad Nawabshah",KE-GBN-202511-0175,2025-11,Gareebabad Nawabshah,Low-Income Residential Feeder,4.7,34.9,34.7,1210,Partially Paid,No
Hamza Abbasi,"House #387, Street #19, Isharpura Nawabshah",KE-ISN-202510-0170,2025-10,Isharpura Nawabshah,Rural Feeder,9.8,41.2,42.8,1400,Unpaid,No
Hina Rajput,"House #33, Block #8, Farsi Bagh Nawabshah",KE-FBN-202502-0128,2025-02,Farsi Bagh Nawabshah,Urban Commercial Feeder,0.7,152.2,152.1,4650,Paid,No
Rabia Qureshi,"House #214, Gali #47, Isharpura Nawabshah",KE-ISN-202311-0051,2023-11,Isharpura Nawabshah,Rural Feeder,9.5,44.7,88.7,1320,Unpaid,Yes
Umer Soomro,"House #377, Block #47, Gareebabad Nawabshah",KE-GBN-202306-0029,2023-06,Gareebabad Nawabshah,Low-Income Residential Feeder,9.9,67.7,67.8,2190,Partially Paid,No
Nasir Ali,"House #339, Street #5, Manwabad Nawabshah",KE-MWN-202407-0094,2024-07,Manwabad Nawabshah,Semi-Urban Feeder,8.8,97.6,163.1,2780,Paid,Yes
Zainab Larik,"House #105, Gali #6, University Colony Nawabshah",KE-UCN-202403-0073,2024-03,University Colony Nawabshah,Urban Residential Feeder,2.5,75.1,74.0,2470,Paid,No
Zainab Marri,"House #400, Street #46, Isharpura Nawabshah",KE-ISN-202411-0111,2024-11,Isharpura Nawabshah,Rural Feeder,7.7,26.8,26.7,870,Partially Paid,No
Shabana Solangi,"House #194, Gali #17, Society Colony Nawabshah",KE-SCN-202412-0117,2024-12,Society Colony Nawabshah,Urban Residential Feeder,2.1,63.8,63.7,1970,Paid,No
Noman Khaskheli,"House #296, Lane #49, University Colony Nawabshah",KE-UCN-202303-0011,2023-03,University Colony Nawabshah,Urban Residential Feeder,2.7,76.0,73.8,2420,Paid,No
Sadia Ali,"House #281, Gali #32, University Colony Nawabshah",KE-UCN-202410-0106,2024-10,University Colony Nawabshah,Urban Residential Feeder,1.7,89.4,87.2,2780,Paid,No
Abdul Ali,"House #265, Road #27, Farsi Bagh Nawabshah",KE-FBN-202503-0135,2025-03,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.3,171.8,168.4,5500,Partially Paid,No
Sikandar Siddiqui,"House #395, Gali #38, Farsi Bagh Nawabshah",KE-FBN-202304-0018,2023-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.0,103.6,106.5,3090,Paid,No
Iqra Ali,"House #83, Block #26, Society Colony Nawabshah",KE-SCN-202501-0121,2025-01,Society Colony Nawabshah,Urban Residential Feeder,2.5,128.5,133.8,4130,Paid,No
Aliya Sheikh,"House #19, Chowk #7, Farsi Bagh Nawabshah",KE-FBN-202401-0061,2024-01,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.9,95.6,95.5,3300,Paid,No
Sana Bijarani,"House #300, Gali #21, Farsi Bagh Nawabshah",KE-FBN-202304-0017,2023-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.4,160.1,161.1,5250,Paid,No
Adnan Rajput,"House #17, Gali #26, Society Colony Nawabshah",KE-SCN-202407-0095,2024-07,Society Colony Nawabshah,Urban Residential Feeder,6.7,113.2,118.0,3840,Paid,No
Asad Junejo,"House #316, Mohalla #45, Gareebabad Nawabshah",KE-GBN-202412-0118,2024-12,Gareebabad Nawabshah,Low-Income Residential Feeder,5.3,33.6,33.2,1100,Unpaid,No
Adnan Bijarani,"House #208, Block #22, University Colony Nawabshah",KE-UCN-202508-0156,2025-08,University Colony Nawabshah,Urban Residential Feeder,3.5,106.0,106.9,3260,Paid,No
Tariq Chachar,"House #263, Road #39, Isharpura Nawabshah",KE-ISN-202403-0075,2024-03,Isharpura Nawabshah,Rural Feeder,10.4,30.5,31.4,890,Partially Paid,No
Hassan Baloch,"House #180, Block #27, Society Colony Nawabshah",KE-SCN-202512-0180,2025-12,Society Colony Nawabshah,Urban Residential Feeder,3.2,140.9,137.4,4500,Paid,No
Ahmed Khaskheli,"House #301, Chowk #17, Gareebabad Nawabshah",KE-GBN-202309-0042,2023-09,Gareebabad Nawabshah,Low-Income Residential Feeder,10.5,35.8,54.6,1160,Partially Paid,Yes
Tariq Shah,"House #181, Street #36, Farsi Bagh Nawabshah",KE-FBN-202311-0053,2023-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.1,171.3,170.9,5400,Paid,No
Ayesha Soomro,"House #423, Road #43, Farsi Bagh Nawabshah",KE-FBN-202505-0142,2025-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.3,103.7,102.0,2990,Partially Paid,No
Talha Sheikh,"House #208, Block #27, Manwabad Nawabshah",KE-MWN-202311-0055,2023-11,Manwabad Nawabshah,Semi-Urban Feeder,3.7,43.1,89.4,1260,Unpaid,Yes
Fatima Sheikh,"House #339, Block #34, Manwabad Nawabshah",KE-MWN-202401-0063,2024-01,Manwabad Nawabshah,Semi-Urban Feeder,3.2,74.1,77.0,2590,Unpaid,No
Rizwan Jatoi,"House #353, Road #18, Society Colony Nawabshah",KE-SCN-202505-0145,2025-05,Society Colony Nawabshah,Urban Residential Feeder,3.7,74.6,78.3,2170,Paid,No
Sikandar Chachar,"House #302, Block #28, Isharpura Nawabshah",KE-ISN-202407-0091,2024-07,Isharpura Nawabshah,Rural Feeder,14,47.7,46.8,1490,Paid,No
Noman Malik,"House #387, Chowk #38, Isharpura Nawabshah",KE-ISN-202508-0160,2025-08,Isharpura Nawabshah,Rural Feeder,11.0,55.3,87.1,1900,Unpaid,Yes
Sobia Ansari,"House #47, Road #1, Farsi Bagh Nawabshah",KE-FBN-202505-0143,2025-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,5.0,170.6,170.2,5420,Paid,No
Rukhsana Memon,"House #364, Mohalla #28, University Colony Nawabshah",KE-UCN-202310-0047,2023-10,University Colony Nawabshah,Urban Residential Feeder,5.6,135.8,138.8,4240,Paid,No
Fahad Jatoi,"House #33, Road #17, Farsi Bagh Nawabshah",KE-FBN-202304-0019,2023-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.5,93.2,94.4,2880,Paid,No
Asad Siddiqui,"House #414, Chowk #12, Gareebabad Nawabshah",KE-GBN-202410-0106,2024-10,Gareebabad Nawabshah,Low-Income Residential Feeder,6.9,46.0,46.8,1550,Paid,No
Talha Panhwar,"House #121, Lane #4, University Colony Nawabshah",KE-UCN-202409-0102,2024-09,University Colony Nawabshah,Urban Residential Feeder,3.5,114.3,116.3,3620,Unpaid,No
Haris Bijarani,"House #46, Block #16, Manwabad Nawabshah",KE-MWN-202505-0141,2025-05,Manwabad Nawabshah,Semi-Urban Feeder,9.2,74.6,75.6,2220,Paid,No
Yasir Bhurgri,"House #203, Road #38, Society Colony Nawabshah",KE-SCN-202402-0068,2024-02,Society Colony Nawabshah,Urban Residential Feeder,3.7,69.1,68.0,2220,Paid,No
Uzma Sheikh,"House #146, Street #47, Gareebabad Nawabshah",KE-GBN-202405-0081,2024-05,Gareebabad Nawabshah,Low-Income Residential Feeder,11.8,33.6,62.5,1130,Unpaid,Yes
Uzma Panhwar,"House #221, Mohalla #1, Farsi Bagh Nawabshah",KE-FBN-202508-0157,2025-08,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.5,113.8,116.8,3250,Paid,No
Kamran Shah,"House #277, Road #38, Farsi Bagh Nawabshah",KE-FBN-202310-0048,2023-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.1,133.2,136.2,4560,Paid,No
Rabia Ansari,"House #63, Block #8, Manwabad Nawabshah",KE-MWN-202503-0131,2025-03,Manwabad Nawabshah,Semi-Urban Feeder,6.5,60.2,59.3,2070,Paid,No
Aliya Abbasi,"House #413, Lane #27, Farsi Bagh Nawabshah",KE-FBN-202404-0077,2024-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.6,186.6,195.2,5970,Paid,No
Umer Ali,"House #435, Mohalla #26, Isharpura Nawabshah",KE-ISN-202502-0130,2025-02,Isharpura Nawabshah,Rural Feeder,6.4,28.4,49.9,890,Paid,Yes
Shoaib Shah,"House #8, Block #40, Manwabad Nawabshah",KE-MWN-202502-0126,2025-02,Manwabad Nawabshah,Semi-Urban Feeder,6.2,72.2,73.6,2160,Unpaid,No
Salman Mahar,"House #107, Gali #1, Gareebabad Nawabshah",KE-GBN-202302-0010,2023-02,Gareebabad Nawabshah,Low-Income Residential Feeder,4.8,52.8,53.9,1520,Partially Paid,No
Junaid Ansari,"House #424, Street #1, University Colony Nawabshah",KE-UCN-202501-0123,2025-01,University Colony Nawabshah,Urban Residential Feeder,3.7,75.1,78.3,2370,Paid,No
Bilal Chandio,"House #178, Street #28, Gareebabad Nawabshah",KE-GBN-202304-0018,2023-04,Gareebabad Nawabshah,Low-Income Residential Feeder,10.3,30.1,30.2,960,Paid,No
Rukhsana Rind,"House #113, Road #46, University Colony Nawabshah",KE-UCN-202509-0162,2025-09,University Colony Nawabshah,Urban Residential Feeder,6.5,80.8,80.0,2550,Paid,No
Nasir Soomro,"House #175, Street #30, Manwabad Nawabshah",KE-MWN-202405-0084,2024-05,Manwabad Nawabshah,Semi-Urban Feeder,8.9,57.8,58.3,1730,Paid,No
Nadia Khaskheli,"House #88, Chowk #31, University Colony Nawabshah",KE-UCN-202303-0015,2023-03,University Colony Nawabshah,Urban Residential Feeder,2.2,71.2,71.0,2200,Paid,No
Zainab Jatoi,"House #218, Block #2, Society Colony Nawabshah",KE-SCN-202401-0061,2024-01,Society Colony Nawabshah,Urban Residential Feeder,1.3,146.3,144.7,4260,Paid,No
Aliya Ali,"House #300, Road #44, Farsi Bagh Nawabshah",KE-FBN-202509-0165,2025-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.8,69.3,71.4,2420,Paid,No
Fatima Qureshi,"House #146, Chowk #23, Isharpura Nawabshah",KE-ISN-202502-0126,2025-02,Isharpura Nawabshah,Rural Feeder,7.1,52.7,80.0,1540,Unpaid,Yes
Rizwan Jatoi,"House #447, Block #36, Isharpura Nawabshah",KE-ISN-202410-0107,2024-10,Isharpura Nawabshah,Rural Feeder,7.9,55.1,56.8,1710,Unpaid,No
Sohail Pathan,"House #318, Street #33, Gareebabad Nawabshah",KE-GBN-202301-0004,2023-01,Gareebabad Nawabshah,Low-Income Residential Feeder,4.9,66.3,65.9,1950,Unpaid,No
Noman Khan,"House #205, Block #17, Manwabad Nawabshah",KE-MWN-202404-0079,2024-04,Manwabad Nawabshah,Semi-Urban Feeder,5.4,82.7,81.4,2360,Paid,No
Ghulam Sethar,"House #156, Street #30, Manwabad Nawabshah",KE-MWN-202504-0139,2025-04,Manwabad Nawabshah,Semi-Urban Feeder,5.8,55.9,57.5,1640,Unpaid,No
Samina Pathan,"House #302, Road #1, Gareebabad Nawabshah",KE-GBN-202409-0104,2024-09,Gareebabad Nawabshah,Low-Income Residential Feeder,8.5,43.4,43.7,1220,Paid,No
Rukhsana Solangi,"House #235, Mohalla #15, University Colony Nawabshah",KE-UCN-202406-0086,2024-06,University Colony Nawabshah,Urban Residential Feeder,5.5,83.4,86.7,2750,Partially Paid,No
Aamir Jamali,"House #18, Road #40, Society Colony Nawabshah",KE-SCN-202411-0111,2024-11,Society Colony Nawabshah,Urban Residential Feeder,3.9,68.9,137.7,1960,Partially Paid,Yes
Nida Mahar,"House #227, Street #4, Farsi Bagh Nawabshah",KE-FBN-202311-0052,2023-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.0,80.4,82.1,2360,Paid,No
Sana Jamali,"House #2, Chowk #7, Manwabad Nawabshah",KE-MWN-202411-0111,2024-11,Manwabad Nawabshah,Semi-Urban Feeder,5.0,84.1,82.2,2590,Paid,No
Shahzad Sheikh,"House #27, Street #37, Manwabad Nawabshah",KE-MWN-202502-0127,2025-02,Manwabad Nawabshah,Semi-Urban Feeder,4.9,57.1,58.5,1700,Unpaid,No
Shahzad Khan,"House #383, Chowk #35, Gareebabad Nawabshah",KE-GBN-202411-0115,2024-11,Gareebabad Nawabshah,Low-Income Residential Feeder,7.1,49.4,99.6,1560,Unpaid,Yes
